repo,created_at,label,title,body
facebook/react,2023-04-21 21:27:01,bug,"[DevTools Bug]: can not build react devtools for local development, instructions lead to error","### Website or app

https://github.com/facebook/react/tree/main/packages/react-devtools-extensions

### Repro steps

Follow the instructions here to build local version of react devtools extension: https://github.com/facebook/react/tree/main/packages/react-devtools-extensions

```
git clone https://github.com/facebook/react.git 
cd react
yarn install
yarn build-for-devtools
```

Stuck on this step everytime `yarn build-for-devtools`:
```
D:\\Other\\react\\node_modules\\flow-parser\\flow_parser.js:807
throw a}function
^

Error: SignedSource.signFile(...): Cannot sign file without token: <<SignedSource::*O*zOeWoEQle#+L!plEphiEmie@IsG>>
    at Object.<anonymous> (D:\\Other\\react\\node_modules\\signedsource\\index.js:20:28)
    at Module._compile (node:internal/modules/cjs/loader:1196:14)
    at Object.Module._extensions..js (node:internal/modules/cjs/loader:1250:10)
    at Module.load (node:internal/modules/cjs/loader:1074:32)
    at Function.Module._load (node:internal/modules/cjs/loader:909:12)
    at Module.require (node:internal/modules/cjs/loader:1098:19)
    at require (node:internal/modules/cjs/helpers:108:18)
    at Object.<anonymous> (D:\\Other\\react\\scripts\\rollup\\packaging.js:18:37)
    at Module._compile (node:internal/modules/cjs/loader:1196:14)
    at Object.Module._extensions..js (node:internal/modules/cjs/loader:1250:10)
```

Is there anything else I need to set up in order to make this work?

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2023-04-05 14:03:28,bug,"[DevTools Bug] Could not find node with id ""364"" in commit tree","### Website or app

private

### Repro steps

private

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.27.3-28ce1c171

### Error message (automated)

Could not find node with id ""364"" in commit tree

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:27480:13
    at Map.forEach (<anonymous>)
    at RankedChartBuilder_getChartData (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:27476:24)
    at ProfilingCache_ProfilingCache.getRankedChartData (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:27592:11)
    at CommitRankedAutoSizer (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:45996:32)
    at mf (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:13756:7)
    at qk (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:18405:11)
    at mk (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:17982:11)
    at lk (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:17871:23)
    at Sj (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:17851:5)
```


### Error component stack (automated)

```text
at CommitRankedAutoSizer (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:45975:34)
    at div
    at div
    at div
    at SettingsModalContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:37999:3)
    at Profiler_Profiler (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:55844:34)
    at ErrorBoundary_ErrorBoundary (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39532:5)
    at div
    at div
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39704:3)
    at PortaledContent (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39734:5)
    at div
    at div
    at div
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39704:3)
    at TimelineContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:44994:3)
    at ProfilerContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:44422:3)
    at TreeContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:32227:3)
    at SettingsContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:32872:3)
    at ModalDialogContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:40129:3)
    at DevTools_DevTools (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:56352:3)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Could not find node with id  in commit tree in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2023-03-28 19:02:59,bug,[DevTools Bug]: copy operations don't work in Chrome,"### Website or app

https://react.dev

### Repro steps

1. Go to components tab.
2. For any component, try to copy the value in props, hooks etc. to clipboard.

![image](https://user-images.githubusercontent.com/75756768/228340421-a901498a-1308-4e8f-b502-989f4c60331f.png)


### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2023-03-17 16:54:47,bug,[DevTools Bug]: ,"### Website or app

localhost

### Repro steps

In react router's latest version.  Inside the loader or action function one is not able to use reduxjs functions like useselector,usedispatch

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2023-03-14 14:03:16,bug,Bug: Component is not a function when using Suspense and forwardRef,"React version: 18.3.0-next-3ba7add60-20221201

## Steps To Reproduce

I haven't been able to create a minimal example yet, if needed I will spend more time on it. However, it only seems to occur when Suspending components rerender in a specific order.

## Description

The `Component is not a function` error is thrown when using Suspense and forwardRef together in a specific way.

It seems like react-reconciler doesn't properly handle forwardRefs in either `renderWithHooksAgain`, `replaySuspendedComponentWithHooks`, `replayFunctionComponent` or `replaySuspendedUnitOfWork`. The `Component` variable is not a function in this case, but a `{ $$typeof: Symbol(react.forward_ref), render: (props, ref) => any }`. `renderWithHooksAgain` tries to execute `Component(props, secondArg)`, which throws this error.

I'm not too familiar with React internals, if you can tell me how to trigger this codepath I can make a minimal reproduction more easily.

<img width=""1303"" alt=""Screenshot 2023-03-14 at 14 55 13"" src=""https://user-images.githubusercontent.com/5406212/225024052-635c6639-8617-45a7-b6ce-c606d2ce3d90.png"">"
facebook/react,2023-02-24 04:32:07,bug,Bug: Nested useTransition makes isPending of outer one always false,"Nested `startTransition` call ""takes over"" and makes parent `startTransition` unable to track `isPending`.

Seb says it's a bug.

Repro:

https://codesandbox.io/s/pensive-breeze-rg70wn?file=/IndexPage.js:192-288

1. Click the button
2. `isPending` in `IndexPage.js` is `true`

However, `isPending` in `App.js` is `false`.

Expected: `isPending` in `App.js` is also `true`."
facebook/react,2023-02-16 13:31:28,bug,"[DevTools Bug] Cannot add node ""792"" because a node with that id is already in the Store.","### Website or app

https://chat.openai.com/chat

### Repro steps

log in to chatGPT

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.27.1-47f63dc54

### Error message (automated)

Cannot add node ""792"" because a node with that id is already in the Store.

### Error call stack (automated)

```text
emit@moz-extension://ce8dcc20-3b2d-4cfe-b13e-34da2aa8e2c3/build/main.js:25895:22
bridge_Bridge/this._wallUnlisten<@moz-extension://ce8dcc20-3b2d-4cfe-b13e-34da2aa8e2c3/build/main.js:26064:14
listener@moz-extension://ce8dcc20-3b2d-4cfe-b13e-34da2aa8e2c3/build/main.js:56299:41
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot add node  because a node with that id is already in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2023-02-08 15:00:05,bug,Bug(@next): legacy `ReactDOM.render` crashes when rendering into `document` container,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version: 18.3.0-next-4bf2113a1-20230206

## Steps To Reproduce

1. `ReactDOM.render` into a `document` container

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example: https://codesandbox.io/s/react-next-legacy-render-crashes-when-rendering-html-jqdut3?file=/src/index.js

## The current behavior

Throws with 

```
React expected an <html> element (document.documentElement) to exist in the Document but one was not found. React never removes the documentElement for any Document it renders into so the cause is likely in some other script running on this page.
```

`ReactDOM.render` clears the container before rendering into it. But with the new HostSingletons (https://github.com/facebook/react/pull/25426) we expect an existing `documentElement`.

The odd part is that it seems like https://github.com/facebook/react/pull/25426 affected the `@next` release even though `enableHostSingletons` is disabled for that release.

/cc @gnoff

## The expected behavior

No crash like in `react-dom@18.2.0`: https://codesandbox.io/s/react-next-legacy-render-crashes-when-rendering-html-forked-977biy"
facebook/react,2023-02-02 08:53:46,bug,Bug: useSyncExternalStore will cause hydration missmatch in `StrictMode` if `serverSnapshot` is different from `snapshot`,"## React version
React version: 18.3.0-next-b0671f9ea-20230130

## Problem
In `StrictMode`,  when using hydrateRoot to render a component that using `useSyncExternalStore` it seems that useSES will do hydration twice. 

But in second hydration process,  useSES does not use the result of `getServerSnapshot` as initial state, which will cause hydration error.

This problem will only happen in `development` mode, 

## Reproduce
Link to code example:
https://codesandbox.io/s/useses-18-3-rojznv

It works well in react 18.2
https://codesandbox.io/s/useses-18-2-13iskc



"
facebook/react,2023-01-26 00:43:30,bug,"[DevTools Bug]: Can not work on devtools, instructions lead to error","### Website or app

https://chrome.google.com/webstore/detail/react-developer-tools/fmkadmapgofadopljbjfkapdkoienihi?hl=en

### Repro steps

Because react requires java, not on macos (but assumes brew installed!):
```
brew update && brew install java
sudo ln -sfn /usr/local/opt/openjdk/libexec/openjdk.jdk /Library/Java/JavaVirtualMachines/openjdk.jdk
export PATH=""/usr/local/opt/openjdk/bin:$PATH""' >> ~/.zshrc
export PATH=""/usr/local/opt/openjdk/bin:$PATH"" >> ~/.zshrc
export PATH=""/usr/local/opt/openjdk/bin:$PATH""
```

Because react requires node before v17 (but assuming you have nvm installed!):
```
nvm install 16
```

then the real stuff (directions inside folders like ./chrome/ are quite wrong):
```
git clone https://github.com/facebook/react.git
cd react
yarn install
yarn build-for-devtools
cd packages/react-devtools-extensions
yarn build:chrome
yarn build:chrome:local
yarn run test:chrome
```

Now inside devtools:

```
Uncaught EvalError: Refused to evaluate a string as JavaScript because 'unsafe-eval' is not an allowed source of script in the following Content Security Policy directive: ""script-src 'self' 'wasm-unsafe-eval'"".

    at ./src/contentScripts/prepareInjection.js (prepareInjection.js:133:1)
    at __webpack_require__ (prepareInjection.js:20:30)
    at prepareInjection.js:84:18
    at prepareInjection.js:87:10
```

What exactly are you doing that works in order to build, test, and develop this extension?

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2023-01-25 07:31:53,bug," ERROR  TypeError: Cannot read property 'createElement' of undefined, js engine: hermes","### App

using flipper dor react devtools

### Repro steps

migrate to current version of  RN-0.71.1
using flipper 
enable hermes engine
run the app




### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

ERROR  TypeError: Cannot read property 'createElement' of undefined, js engine: hermes 

### Error call stack (automated)

```text
ERROR  TypeError: Cannot read property 'createElement' of undefined, js engine: hermes 

this is related to --->> path: node_modules/react-devtools-core/dist/backend.js
function initialize() {
  canvas = window.document.createElement('canvas');
  canvas.style.cssText = ""\\n    xx-background-color: red;\\n    xx-opacity: 0.5;\\n    bottom: 0;\\n    left: 0;\\n    pointer-events: none;\\n    position: fixed;\\n    right: 0;\\n    top: 0;\\n    z-index: 1000000000;\\n  "";
  var root = window.document.documentElement;
  root.insertBefore(canvas, root.firstChild);
}
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2023-01-11 16:52:42,bug,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.","### Website or app

app

### Repro steps

1.react-native run android 
2.react-devtools
3.adb reverse tcp:8097 tcp:8097
4.open dev tools on phone
5.Error

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-core

### DevTools version (automated)

4.27.1-47f63dc54

### Error message (automated)

Cannot remove node ""0"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:48:336132
    at f.emit (C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:48:281406)
    at C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:48:282947
    at C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:48:673319
    at Array.forEach (<anonymous>)
    at A.e.onmessage (C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:48:673303)
    at A.t (C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:39:2836)
    at A.emit (events.js:315:20)
    at e.exports.L (C:\\Users\\gimpl\\AppData\\Roaming\\npm\\node_modules\\react-devtools\\node_modules\\react-devtools-core\\dist\\standalone.js:3:58894)
    at e.exports.emit (events.js:315:20)
```


### Error component stack (automated)

_No response_

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
facebook/react,2022-12-16 16:09:56,bug,[DevTools Bug]: The extension brokes some JavaScripts - React is not used.,"### Website or app

https://codesandbox.io/s/condescending-solomon-465djc?file=/index.html

### Repro steps

With the code in the sandbox (but in a real page), when the extension is enabled, the tree is expanded, and cannot be collapsed anymore.

![image](https://user-images.githubusercontent.com/408368/208140548-61ae786b-b712-40eb-a64b-b4f814e6965b.png)

There are no errors in the console of the page, but many in the extension. I don't know if it's correlated. 


Note: This code is provided by Symfony, a popular PHP framework. So many developer faces this issue

Note 2: This issue is quite new

I also created an [issue in Symfony](https://github.com/symfony/symfony/issues/48545).

### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

_No response_

### Error component stack (automated)

_No response_

### GitHub query string (automated)

_No response_"
facebook/react,2022-12-11 20:37:37,bug,"[DevTools Bug] Element ""1307"" not found","### Website or app

no source code available publically

### Repro steps

Working on my local react project

### How often does this bug happen?

Every time

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

4.27.1-47f63dc54

### Error message (automated)

Element ""1307"" not found

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39543:15
```


### Error component stack (automated)

```text
at InspectedElementContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:40918:3)
    at Suspense
    at ErrorBoundary_ErrorBoundary (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39222:5)
    at div
    at InspectedElementErrorBoundaryWrapper (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39756:3)
    at NativeStyleContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:42414:3)
    at div
    at div
    at OwnersListContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:35065:3)
    at SettingsModalContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:37690:3)
    at Components_Components (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:44490:52)
    at ErrorBoundary_ErrorBoundary (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39222:5)
    at div
    at div
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39394:3)
    at PortaledContent (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39424:5)
    at div
    at div
    at div
    at ThemeProvider (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39394:3)
    at TimelineContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:44671:3)
    at ProfilerContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:44100:3)
    at TreeContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:31925:3)
    at SettingsContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:32569:3)
    at ModalDialogContextController (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:39819:3)
    at DevTools_DevTools (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:56024:3)
```


### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Element  not found in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```
"
